('37271406470601066', '0758', '262', '240', False)
('87501976712110', '0764', '988', '641', False)
('383638538513621952', '0487', '925', '491', False)
('84249828673859079', '0549', '715', '354', True)
('33504139140910476', '0584', '900', '710', False)
('9403502355701', '0372', '598', '146', True)
('4387134505593717', '0949', '724', '635', True)
('980332979740934', '0247', '010', '209', True)
('5910424952082303', '0967', '898', '638', False)
('1501335787036680290', '5907', '637', '224', False)
('59413924526900002', '0844', '987', '392', False)
('9536780990393598', '1145', '391', '924', False)
('447053702677535', '0650', '666', '747', True)
('811421645802409691', '0927', '762', '012', False)
('5567921665660', '1291', '307', '111', True)
('720154554579118491', '0840', '571', '345', True)
('92972580753256470', '0755', '793', '807', True)
('3100973795702506', '0643', '809', '301', False)
('0403915095572329', '0865', '895', '483', True)
('1620317588501', '0764', '721', '882', False)
('65800247733111', '0941', '352', '078', True)
('364530705864773729', '6258', '386', '584', False)
('151559343137909', '1052', '892', '913', False)
('6959705622819680', '7078', '117', '547', False)
('6856277669003086246', '1274', '302', '151', False)
('3283060491817', '8378', '077', '615', False)
('64571946912600', '0247', '798', '763', False)
('817600818567455', '0380', '368', '781', True)
('08153080926393232', '0447', '067', '195', True)
('56236313499736', '1283', '709', '496', False)
('8774341148478', '3364', '780', '906', False)
('06926201693964431', '0892', '621', '103', True)
('8518051293259', '8750', '398', '380', False)
('325750421207562', '0132', '665', '212', False)
('277206668476291455', '5567', '422', '059', False)
('17041839858698', '0280', '971', '162', True)
('397910210468253', '0786', '271', '506', False)
('1506816793316789088', '1038', '946', '048', False)
('27792383070043', '0742', '613', '761', True)
('79327288295587475', '1145', '816', '628', False)
('33445189954793', '7048', '314', '952', False)
('95273254289001', '0343', '943', '193', False)
('69925211159913573', '0926', '891', '586', True)
('2688720579332935618', '0463', '578', '926', False)
('84026857992055', '0698', '598', '170', False)
('76389911289872300', '0176', '985', '800', True)
('734946335844392', '1065', '480', '480', True)
('58381696118255878', '0162', '305', '241', True)
('0606200960715278', '1154', '823', '826', False)
('766194343617978', '0947', '042', '734', True)
('257682918982492', '0396', '594', '857', False)
('11243113298197', '8384', '841', '118', False)
('4459057343511018', '0798', '995', '841', False)
('8601407101587946247', '1152', '778', '389', True)
('86447244778697536', '0585', '063', '274', True)
('0285784550763', '0890', '187', '393', True)
('424198462053562001', '8395', '860', '328', False)
('38147073133086424', '0464', '029', '053', False)
('55102444145560281', '0757', '864', '366', False)
('3150699876652', '0732', '473', '088', True)
('65185740320786460', '0741', '784', '973', False)
('679814553241167787', '0337', '101', '489', False)
('32389168638454669', '0150', '308', '296', True)
('5446009176507061', '0568', '037', '728', True)
('562170942184780', '0542', '701', '345', False)
('747278541710905351', '0392', '096', '753', False)
('287272955474183', '0866', '103', '089', False)
('78510743199796263', '0634', '421', '619', True)
('026211240887094193', '5564', '678', '130', False)
('55721259066921', '1044', '986', '403', False)
('5546565475248', '0988', '819', '611', False)
('897342553560733', '1283', '367', '822', True)
('0685624599605832240', '1043', '869', '460', True)
('1448614100343280', '0639', '780', '493', True)
('439201510092330294', '1765', '360', '580', False)
('8621270748589900192', '0390', '908', '637', False)
('63587310429015227', '0373', '448', '190', True)
('45862284789879980', '0276', '697', '798', False)
('47041674376792', '6641', '429', '421', False)
('6876655075129998', '0463', '322', '864', True)
('603299933146809', '0425', '363', '464', False)
('41352182815162288', '0785', '090', '488', True)
('50650721712223', '1228', '709', '184', True)
('08991593920914957', '7095', '132', '644', False)
('3601374046524', '0996', '572', '968', False)
('1521098283446093097', '4666', '488', '554', False)
('7121581534612146', '0141', '482', '634', True)
('190587193444791332', '1069', '230', '306', True)
('32436394677183776', '0960', '540', '735', False)
('387964945566750', '0378', '223', '205', True)
('109133406726898933', '0789', '557', '825', True)
('8375744794696222', '0256', '949', '830', True)
('3310557210200', '4849', '569', '606', False)
('61684869731866', '1133', '054', '923', True)
('3194015106893019427', '0683', '419', '088', False)
('5812702971716360785', '0176', '383', '986', False)
('437490867511815550', '0344', '862', '776', False)
('05812609370245', '0256', '336', '966', False)
('16743792615048204', '0277', '441', '852', True)
('614670524798364044', '0851', '339', '992', False)
('16743821449552667', '3287', '001', '964', False)
('331049009268023366', '4199', '034', '728', False)
('71433021261844', '1032', '123', '444', True)
('4242156961793', '0653', '913', '967', False)
('131644500985191885', '0698', '239', '549', True)
('102270802436726', '1062', '825', '022', False)
('532169609686882561', '1096', '984', '692', True)
('177171992446720', '8067', '535', '691', False)
('4974171853439377011', '0157', '956', '676', False)
('2645024364572', '0254', '285', '241', True)
('7936250369681', '0437', '513', '296', True)
('778465425829053980', '0534', '674', '924', True)
('83236473216004623', '1090', '110', '371', True)
('950625363153051365', '0480', '250', '079', True)
('3086034801980', '0833', '292', '178', False)
('85707999658972', '0367', '487', '104', True)
('32846021547259385', '0189', '269', '153', False)
('79016993032150536', '0283', '814', '215', True)
('2702659396537363099', '0942', '562', '188', False)
('94206476221353', '0290', '677', '545', True)
('5249975733773', '1176', '548', '033', True)
('84250235168525403', '1240', '409', '445', False)
('527601334900619', '0587', '355', '711', False)
('43125646130157', '0680', '056', '614', True)
('8478113780732601472', '0193', '412', '731', False)
('4164955795489', '0536', '439', '130', False)
('3713996980319', '1085', '656', '157', True)
('086878396258425115', '4090', '240', '759', False)
('562089046102649', '1260', '117', '726', False)
('766462215138062', '0682', '377', '394', True)
('78421469764771634', '0752', '746', '684', True)
('1382098081477192581', '1461', '181', '617', False)
('353625176472840', '0252', '492', '293', True)
('051192257264857621', '5789', '897', '101', False)
('6601486125791', '2801', '503', '425', False)
('692936446491046924', '0539', '608', '189', False)
('47819007455924', '0329', '737', '793', True)
('85250700965188', '9567', '675', '683', False)
('03832930084479937', '1067', '817', '165', False)
('19572839052143699', '1293', '804', '433', True)
('5677201592226067', '0469', '651', '798', True)
('4486493441015', '0482', '258', '386', True)
('26297691404273', '0652', '533', '874', False)
('3983843537029470', '0437', '355', '280', True)
('5031400951502', '0457', '102', '260', False)
('84603592844782229', '0242', '085', '828', False)
('833450745314549618', '0668', '523', '129', False)
('79910621160891970', '1281', '176', '709', False)
('854917649065036', '0575', '814', '921', True)
('549244344638516181', '8299', '295', '732', False)
('4373072127316', '0659', '357', '608', True)
('7846430043009', '1235', '293', '117', True)
('51635995465755', '0468', '320', '321', True)
('912783558796767', '8918', '814', '944', False)
('92244521480726', '0681', '498', '120', False)
('5399263715432781801', '0235', '193', '239', False)
('1393669763897324284', '1276', '711', '357', True)
('08003795135280', '0371', '156', '991', True)
('4861706164121594', '0566', '427', '420', False)
('45678854005180993', '0745', '441', '263', True)
('6730455020980157', '1030', '556', '041', True)
('0312725092596', '1161', '688', '550', True)
('599824553678681', '0289', '907', '543', True)
('12566059392130', '0578', '332', '847', True)
('21090212306522', '6473', '116', '657', False)
('63906591467971207', '0644', '973', '025', True)
('456475189985986232', '0750', '818', '464', True)
('34437769011507', '6205', '539', '314', False)
('4195067498701502932', '0791', '492', '236', True)
('004521538974695984', '0158', '627', '038', False)
('59221198676399', '0237', '675', '154', True)
('264598835001827806', '0392', '970', '833', True)
('59554723316168', '1191', '409', '466', True)
('73881845709288319', '0399', '916', '120', True)
('526733379181135', '0546', '347', '723', True)
('3872211167493', '0692', '243', '762', False)
('5684614822702452', '7241', '362', '487', False)
('27544780739641', '0776', '631', '111', True)
('5091812565772', '0192', '655', '977', False)
('6986136415973319', '0826', '851', '842', True)
('30061260212864386', '1248', '398', '102', True)
('5075873411674681', '0483', '255', '139', True)
('92811381355725', '0785', '393', '200', False)
('1317526244240974', '0494', '609', '398', False)
('0892391262099529508', '0881', '165', '354', False)
('327438328884428271', '1025', '377', '445', True)
('20739717728631743', '0443', '840', '968', True)
('820273668314736', '0835', '271', '552', True)
('218946425457797557', '1160', '203', '244', False)
('46227252347719145', '1084', '867', '944', False)
('00894926411063', '0949', '602', '630', True)
('9640058836975874878', '0889', '317', '954', True)
('737368403753776', '1202', '940', '910', False)
('9058367965596', '1245', '148', '923', True)
('098557224775603', '1044', '991', '408', False)
('4256398663554450', '0874', '840', '306', False)
('77103920903325', '0732', '592', '082', False)
('290028611706565', '0837', '157', '045', True)
('376326611494068', '0185', '800', '129', True)
('0183428084027', '0681', '416', '431', False)
('1827472049542897', '0568', '935', '752', False)
('640872197495243', '0741', '112', '696', True)
('51932930819946934', '4199', '614', '777', False)
('459403314806342', '1198', '488', '372', False)
('2766893573301736179', '0257', '758', '889', True)
('393461051827276', '0574', '906', '438', True)
('261167398908653', '0339', '362', '565', False)
('478490079680241', '1055', '819', '262', True)
('833205222934865954', '0554', '825', '202', False)
('9023091856177333109', '0862', '152', '514', True)
('056782986173868', '0746', '544', '273', False)
('3739264368013144', '2015', '824', '177', False)
('9542862385269', '0665', '226', '505', True)
('87054351753341113', '1895', '954', '459', False)
('46353404919119', '0497', '473', '291', True)
('1519928519941326521', '0375', '942', '429', False)
('471157146317951', '5401', '128', '295', False)
('87511898234252043', '1295', '923', '644', False)
('50144850839029238', '0173', '691', '769', True)
('0820276381828973', '1028', '491', '669', True)
('0487186682382253', '9036', '828', '379', False)
('49610168359884727', '1095', '046', '760', True)
('3243164011655789', '0698', '501', '378', True)
('51073460431070', '1262', '035', '189', True)
('28663637037722218', '0660', '622', '274', False)
('583890427326425', '0959', '972', '046', True)
('7542223636957284890', '0257', '290', '182', False)
('141103758838165', '1311', '749', '164', False)
('50512050560457336', '0772', '378', '069', True)
('42096075749668942', '0399', '370', '071', False)
('2796433440147', '0472', '131', '737', True)
('32138480039338829', '0827', '278', '213', False)
('691567399142259966', '4600', '745', '863', False)
('497089024831670', '0997', '202', '744', False)
('1314202759959', '0896', '244', '357', False)
('14885397746887067', '0582', '853', '818', True)
