('811290390608389882', True)
('851810087324034399', False)
('60834851383595', True)
('21299718102059', False)
('05646644513827', False)
('014521084922136', False)
('4021192219709112', False)
('769018884213631', True)
('99724852539573', True)
('00333090532700233', True)
('10427782406196', False)
('35002011802209', True)
('0817053830822955', True)
('43959386856544949', True)
('43958505683845', False)
('939278662981017602', False)
('2160305721672', False)
('5173900446006', False)
('2708058274774800', True)
('74000928024042', False)
('741340218100851', False)
('442848036007730710', True)
('41622063107815938', False)
('087208014336601', False)
('314986767974779453', True)
('53044072120355231', True)
('44318891089835', False)
('7927828402955', True)
('73603812891591485', True)
('1123000791974421', True)
('9482583908213400195', True)
('620710323545508030', False)
('9138947939187749823', False)
('57117101066686235', False)
('270526865177209046', True)
('8770494214389930', False)
('148718043580106276', False)
('069071285355227', False)
('63233046666520663', False)
('7118827574594', False)
('039556743290923177', True)
('8078295720571771935', True)
('7295372595156', False)
('7801147577768646', True)
('704419094092932529', True)
('469667662109446', True)
('6523561977890918', True)
('776257810625723728', False)
('0102896812047', False)
('95341018251995', True)
('242544157169033', True)
('17896544801439355', True)
('0721147449979121039', True)
('1245680467776795005', False)
('11901308965643475', False)
('8217982685593', False)
('72775769183534', True)
('654715905189560675', False)
('197740575816645816', True)
('665141169029130427', True)
('931618026004572074', False)
('61040164900047', True)
('7179632364048', False)
('3733419957959', True)
('90361607124457564', False)
('8109345078039', False)
('2913095379599520356', False)
('7102699843006', True)
('378440234309489535', False)
('044279771718705', True)
('422925841407867', False)
('337174136205223', True)
('012019118054561778', False)
('858363977014690', False)
('228148830879030', True)
('019217315725473921', True)
('04479535792222', False)
('326862852045404', False)
('302169476430754', False)
('06661743027859', True)
('1552746124733', False)
('52111947471834126', False)
('52584081944838502', True)
('1282186866407414153', False)
('62033158888990980', True)
('5701028458693597', False)
('924056954450867', False)
('54537805343973', True)
('33401679172569680', True)
('83369664895082', True)
('6501150854097536', False)
('1677300539145840711', False)
('6708823690048832336', True)
('9578983173739', False)
('81373009483127', False)
('7537777077964', False)
('6873622147731926474', True)
('54943256261188150', True)
('965737619478649', False)
('0434194737158119416', True)
('74380447577299124', True)
('0025707728767871790', False)
('336286167448562', True)
('66056046815091', True)
('4337546138849466', True)
('92528176228236', True)
('372184165935083', True)
('5645593622792860042', False)
('9394366756276', False)
('84354973966195', True)
('25850372291319', True)
('959683014232443', False)
('6840839373672957', False)
('5635815699814948594', False)
('1795600776282698573', True)
('508798729627865', True)
('839212979397864588', False)
('4758190977065', False)
('5431123376037922588', False)
('657593019587112', True)
('3443434430590', True)
('7522889056494004918', False)
('9620245294208', True)
('525206278509889', True)
('17711148150708585', False)
('51615761582397', True)
('285283758560809178', True)
('62780728061716', True)
('10663165086806237', False)
('87408188570858', False)
('100850179065724', True)
('390694331706877', True)
('506142756603675', True)
('823265621340737616', True)
('4769365227897295', False)
('311347806388091491', False)
('8923612843335406', False)
('0114857491047771', True)
('358574130401443', True)
('13857040895631', False)
('44240573279114', True)
('305493730526850119', True)
('43956374799619', False)
('42258275573502571', True)
('367358353126201627', True)
('024540695621056708', True)
('34854536963663', True)
('6045082072040162757', False)
('71523164198516596', True)
('895712450624097613', False)
('87170511297412105', True)
('548283666302644525', True)
('465933572051985', False)
('9927898520692', True)
('049481032231768', True)
('357720248309454', True)
('3126317660925131228', True)
('3409865941621572', True)
('35410285022521', True)
('74447895881605074', True)
('99529094468879140', True)
('753083722917817', False)
('3876310311831240', False)
('068705726537628757', False)
('04492211500264882', False)
('91323711467816428', True)
('3776642845855', True)
('9960986397236', True)
('28772684874086', True)
('511051930173526', True)
('241675764128569998', True)
('69558384284829', True)
('8744431612635543297', False)
('739009314838595444', True)
('23670956309937', True)
('7613265326127', True)
('5632207152656795', True)
('9433214439030', False)
('8105160751115101274', True)
('827124829490682', False)
('15216452282721', True)
('499563144583239', False)
('406964468013088', False)
('8770460191941002495', True)
('776189152131682434', True)
('1536375485341', True)
('6981600673899859', True)
('9103827136311365', False)
('801847576803865', True)
('69704924954675', False)
('7079539072421820107', True)
('37273595285172', False)
('92858208016832', False)
('909127585460267', True)
('53595560643384', False)
('9540670896422803276', False)
('237601708612536', True)
('4805967033563791', True)
('028539269636933931', True)
('510884232255891457', False)
('8109511578986726188', True)
('2492712293684', True)
('2568965845017320016', True)
('3794170985977', False)
('161759770731632', True)
('518286695818108964', True)
('712293712532788573', True)
('6610751946837867519', False)
('609757779273119', False)
('832891652972195248', True)
('06880990415373', True)
('631142916882811', False)
('7084747005674692', True)
('493456892576335836', True)
('8086504990022981', False)
('2970640999595', False)
('0855816438201', True)
('16767681091683140', False)
('228123750057719', False)
('50215904737868116', True)
('362887553763222', False)
('551156989015212077', False)
('2826586947265', True)
('1209962736118', True)
('9252797783974279', True)
('4798588640885416', False)
('37049903273965509', True)
('567210066194980', False)
('00927641462522', True)
('55692188304119878', False)
('5774845564486254666', True)
('6120365631673', False)
('29358485753676', False)
('435642990434593', True)
('928198051427251', False)
('134774974946975114', False)
('9985205530195371481', True)
('367734305853558293', True)
('145497703805840', False)
('7827624454371330', False)
('758279258190523', True)
('1285829189339', False)
('2691087846429584', True)
('72988650350530', False)
('2220920594624770229', False)
('831553463959851', True)
('19785454611559659', True)
('2432091691375342', False)
('39613659489160', True)
('8486363450275383363', False)
('464810673093371', False)
('884820411201871336', True)
('469954087808285720', False)
('020067533594409', True)
('78430821090918363', True)
('715844545464072', True)
('05063936108471135', True)
('635972398872810', False)
('1598888564152', True)
('368585907619893274', False)
('74885507564653748', True)
('3422405795132635300', False)
('347623719760309', True)
('0101438800864186631', False)
('4332833632552933752', False)
('9964503712144326840', False)
('8048608779561052099', False)
('5211955343135363', True)
('6275775035885666', True)
('7451533356490271269', False)
('656842597122083', False)
('2071895954716', False)
('2093742868116165344', False)
('6882454965014736677', False)
('03728662787764', False)
('91411506276863014', True)
('55433831593806674', False)
('417074921135721', True)
('33717004630190', True)
('5753707389515', True)
('58951004431339', True)
('1061211689337', False)
('9958842159156999', True)
('490641644397981245', True)
('1200242270721', True)
('929708793479466', True)
('52719935793102948', False)
('2141138526594847682', False)
('41125558039562', False)
('87403627019138', False)
('92098029062232', False)
('858149854887044249', True)
('7019474086847245189', False)
('0441547726782', True)
('56426727646564', True)
('0236864259049', False)
('4575588308308395', False)
('394472969239446', True)
('1381740056741729', False)
('48660523995004', False)
('510559662503277626', True)
('366109930912859', True)
('740024151069627', True)
('638870839582840745', False)
('7025526331889', True)
('66094616808727607', False)
('254682549278024', False)
('3339573228963296', False)
('841133295022984', False)
('77417503005310', True)
('8446787067468', False)
('60060239610055555', True)
('806930113916252', True)
('436283780845240', False)
('5335020313933', True)
('1569788179426284', True)
('68668784479514258', False)
('108511525196501943', False)
('44133036953732', False)
('78956160396305', True)
('698941821660927', True)
('46915578190010423', False)
('538893013677297923', True)
('597803534941286348', False)
('245240462032441258', False)
('8682682788728957', True)
('6899368280401587970', False)
('20687364823336', True)
('239469717995674', True)
('1019599751029289', False)
('97754367657414', True)
('509648091084337', False)
('75336733442360', False)
('045262383789457759', True)
('47174184250551', False)
